まずいですよ！,不妙啊！
おいやめろ,喂住手
黙れ,住嘴
帰れ,滚
カス,渣
こいつ,这家伙
チート,作弊
判断が遅い,判断太慢了
判断が遅い！,判断太慢了！
やさしい,真温柔
かわいそう,好可怜
人の心とかないんか？,没有人心吗？
辛い,难受
つらい,难受
きつい,难受
しんどい,难受
きっつ,难っ受
なかないで,别哭
泣かないで,别哭
そうはならんやろ,不会那样吧
それはそう,那确实是
そうかな…そうかも…,是吗…可能是吧…
違う,不对
違う、そうじゃない,不对不是那样(鈴木雅之)
違うそうじゃない,不对不是那样(鈴木雅之)
確かに,确实
たしかに,确实
せやな,是啊(せやな)
それな,就是啊
わかる,我懂
そうだね,是啊
おっそうだな,喔这样啊
お、そうだな,喔、这样啊
なるほど,原来如此
まずい,糟糕
地獄,地狱
あかん,不要
もん！,mon！
👺,👺
🐙,🐙
…,…
キラキラ,闪闪
まだ使える,还能用
鈍器,钝器
カービィ,卡比
カービィかよ,卡比吗
タコピー…,章鱼噼…
頭ハッピーセット,脑袋开心乐园餐
ハッピー性奴隷,Happy性奴隶
⭐︎ハッピー性奴隷⭐︎,⭐︎Happy性奴隶⭐︎
ハッピー性土鈴,Happy性土铃
タコピー鬼つええ！,章鱼噼好强！
太すぎるッピ！,太胖了P！
ごめんっピ,对不起P
ごめんっピ…,对不起P…
ごめんッピ…,对不起P…
ごめんっぴ...,对不起P...
ごめんっピ...,对不起P...
ごめんっピ……,对不起P……
ごめんッピ……,对不起P……
ごめんっピ･･･,对不起P･･･
ごめんっピ・・・,对不起P・・・
ごめんッピ...,对不起P...
ごめんっぴ,对不起P
ありがとうございます！,非常感谢！
ありがとうございます,非常感谢
ありがとうっピ…,谢谢P…
ほらね,看吧
ほらねじゃないが,不是说了吗
ほらねじゃねぇよ,不是看吧哟
ほならね,既然如此
能登こわいよ能登,能登好可怕能登
能登怖いよ能登,能登好可怕能登
HDMI,HDMI
・3・,・3・
・ε・,・ε・
ハム太郎,哈姆太郎
ﾊﾑﾀﾛｻｧﾝ,哈姆太郎桑
刃牙ランドセル,刃牙小学生书包
シャミ子が悪いんだよ,是夏美子的错
ぴ,噼
っぴ,っ噼
エアコンでっか,空调好っ大
PPAP,PPAP
ADSL,ADSL
死,死
しね,死吧
死ね,去死吧

みえ,看见了
ﾋｴｯ,吓
おまくず,你个垃圾
ハッピーで埋め尽くして,用幸福把它填满
ごめんなさいッピ…,对不起p…
おまいう,轮得到你说
ヒェッ,吓
ええんやで,没关系啦
森田童子,森田童子
あらかわいい,哎呀好可爱
あああああ,啊啊啊啊啊
地獄の始まり,地狱的开始
んうえいぬkf,んうえいぬkf
ドラえもん,哆啦A梦
かかってこいや！,放马过来啊！
わからせたい,想让你懂
あれ,啊咧
はーつっかえ,啊—烦死了
せやろか,是那样吗
やばい,糟糕
デカすぎるッピ！,太大了p！
あー…,啊—…
頭ハッピー星人,脑袋happy星人
ハッピー製土鈴,Happy制土铃
もどして,快变回去
どうした急に,突然间怎么了
無能教師,无能教师
HTML,HTML
ヘケッ,嘿k
37分！？,37分钟！？
タコピー,章鱼噼
ぐへへ,咕嘿嘿
かんざきひろ,神崎广
全ての元凶,全ての元凶
かわ,可爱
かわよ,可爱哟
ギエピー,ギエp
タコカス,章鱼渣
きも,恶心
優しい,好温柔
流れ変わったな,流向变了啊
頭タコピーかよ,脑子是章鱼噼吗
そうじゃない,不是那样的
そうかも,可能吧
ぴし,ぴし
黙れタコ,闭嘴章鱼
へー,哦ー
おっと,喔唷
でっか,好っ大
ノンデリ,毫无顾虑
あぁ……,啊啊……
きっしょ,真恶心
ハッピー制度令,Happy制度令
いい最終回だった,不错的最终回
ファッ！？,ファッ！？
無知は罪,无知是罪
飛べよ,飞啊
タコ虐,虐章鱼
なにわろてんねん,笑什么笑啊
ピンクの悪魔,粉色恶魔
強い,强
ジャモイカ,ジャモイカ
33-4,33-4
ホラーね,是恐怖片呢
開幕不穏な注意書きで草,开幕雷人提示笑死
もう不穏,已经不对劲了
ゆるして,原谅我
魔法少女サイト,魔法少女网站
悲しい,好悲伤
殴りたい,想揍人
タコピーかわいい,章鱼噼好可爱
・３・,・３・
かわい,可爱
でた,出现了
ヘケッって言え,快说嘿k
へけっって言え,快说嘿k
太すぎるッピ,太粗了p
だまれ,闭嘴
太すぎるっピ！,太粗了p！
(＾³＾),(＾³＾)
のだって言え,快说のだ
殴るぞ,揍你哦
いいね,不错
？？,？？
？？？？,？？？？
顔ｗ,这脸w
かわちい,可耐
魔性の女,魔性之女
おわった,完蛋了
ほしい,想要
違う違うそうじゃない,不对不对不是那样的
うーん無能,嗯ー无能
頭ハッピー星人かよ,脑袋是happy星人吗
うーん、この,唔ー，这个(屎)
違います,不是的
は?,哈？
これはシャミ子が悪い,这是夏美子的错
うわ…,唔哇…
人間の屑がこの野郎…,这人渣…
ひどい,过分

えぐい,太狠了
うう,呜呜
特級呪物,特级咒物
いいねぇ,不错嘛
えっど,えっど
チャッピー…,恰比…
でかい,好大
あああああああああああ,啊啊啊啊啊啊啊啊啊啊
守りたいこの笑顔,想要守护这个笑容
ナイス,NICE
地雷,地雷
ハッピー性奴隷は草,Happy性奴隶笑死
能登かわいいよ能登,能登好可爱啊能登
やりますねぇ,压力马斯内
終わりの始まり,结束的开始
!?,!?
最悪,太坏了
ちがいます,不是的
こわ,可怕
ヨシ！,好！
はい無能,好的，无能
GAMEOVER,GAMEOVER
エアコンちっさ,空调好っ小
へんじがないただのしかばねのようだ,没有回应，只是一具尸体
そうだタコピー、お前が殺した,没错章鱼噼，就是你杀的
タコピーが悪いんだよ,都是章鱼噼的错
(´；ω；),(´；ω；)
泣かないで…,别哭…
はーいよーいスタート,好ー预备ー开始
つよ,强
クソ教師,垃圾老师
吸いましょう！,来吸吧！
ダイソン,戴森
偉い,了不起
なにが？,什么？
よくやった,干得好
こっちにも衝撃がきたぁ！,这边也受到冲击了！
こっちにも衝撃が来たぁ！,这边也受到冲击了！
ごめんッピ,对不起p
無理だ,不行了
ISDN,ISDN
PTSD,PTSD
仲良く(意味深),好好相处(意味深)
それがありえるかも,那倒是有可能
ほらねじゃねえよ,不是“看吧”哟
ほらねじゃないが？,不是“看吧”哟？
ほならね？,既然如此？
出たわね,出来了吧
こわいこわい,好可怕好可怕
ヒエッ,吓
こっわ,可っ怕
ピ,噼
ヒェッ…,吓…
😭,😭
涙出てきた,眼泪出来了
やめてくれよ…,别这样啊…
こわいっぴ,好可怕p
ひっ,ひっ
もう産める,已经能生了
足ほっそ,腿好细
ホラー,恐怖片
ε,ε
おいしそう,好像很好吃
うーたん,唔ー碳
かわいいッピ,好可爱p
wwwwwwww,wwwwwwww
あの,那个
あのちゃんか,是ano酱吗
なんで？,为什么？
ぴが,pが
だっぴ,哒っp
火星人,火星人
おいｗ,喂w
空を自由に飛びたいな,好想在天空中自由飞翔啊
だが断る,但是我拒绝
😢,😢
ぴ…,噼…
ﾋﾟｨｯ!!!,吓!!!
刃牙,刃牙
お、おう…,喔、喔唔…
でたな,出现了
お前さぁ,我说你啊
やば,完蛋
あっ(察し),啊（察觉）
このタコ！,你这章鱼！
ひ,ひ
💩,💩
また明日,明天见
ハメ！？,陷阱！？
バター犬,黄油狗
わんわんお,汪汪喔
かわいいっぴ,好可爱p
食え,吃
同伴,陪同
えろい,好色
頭ハッピー,脑袋Happy
ぐう畜,究极畜生
wwwwww,wwwwww
ｗｗｗｗｗｗ,ｗｗｗｗｗｗ

お前ボールな！,你来当球！
だからタッセルってなんだよ!!,所以说流苏到底是个啥啊！！
だからタッセルってなんだよ！！,所以说流苏到底是个啥啊！！
ちょろい,真好搞定
魔法（物理）,魔法（物理）
泣いちゃった！,哭出来了！
魔法(物理),魔法(物理)
聖人,圣人
堕ちたな,堕落了啊
ちょろ,单纯
だからタッセルってなんだよ！,所以说流苏到底是个啥啊！
お前ボールな,你来当球
イケメン,帅哥
やったぁ！,太好啦！
死んだッピ,死掉了pi
あら＾〜,哎呀^〜
いけーっ淫売の娘!!,上啊，淫妇的女儿！！
淫売の娘,淫妇的女儿
☆絶望の顔★,☆绝望的表情★
泣いちゃった,哭出来了
ちょっろ,真单纯
終わった,完蛋了
魔法,魔法
正論,正论
落ちたな,堕落了啊
あら^〜,哎呀^〜
お前が始めた物語だろ,这是你开启的故事吧
なに！？,什么！？
人が死んでんねんで！,都死人了啊！
だからタッセルってなんだよ！！！,所以说流苏到底是个啥啊！！！
やっと使える,终于能用了
うん,嗯
これは淫売の娘,这就是淫妇的女儿
カマキリ,螳螂
正解,正解
男の子ドン引きで草,男生们都吓傻了，笑死
存在しない記憶,不存在的记忆
（＃眼Д心）＜何が可笑しい！！,（＃眼Д心）＜有什么好笑的！！
ﾄｩﾝｸ,心动
ずっと使える,一直能用
はぁ？,哈？
なかったことにしてはいけない,不能当做没发生过
ヘラクレス！？,赫拉克勒斯！？
アカン,不行了
元通りじゃないが,可没恢复原状啊
ひぐらしのなく頃に,寒蝉鸣泣之时
逃げろ,快跑
物理,物理
ぴー,pi—
タコピーかわいそう,章鱼噼好可怜
わかんないっピ…,我不懂pi…
チョロ,好搞定
できらぁ！,办得到啊！
キラキラだ！,闪闪发光！
よくない,不好
だからタッセルってなんだよ！！！！！,所以说流苏到底是个啥啊！！！！！
だからタッセルってなんだよ,所以说流苏到底是个啥啊
窓割れてね？,窗户不是碎了吗？
切れたらさっさと入れ替えろマヌケェ…,用完了就快点换啊你个蠢货…
ボールは友達,球是朋友
そのピーピー言うのをやめなさい！,别再pi pi地叫了！
パっ,啪
これね、ファミリーの平手打ちだよ？,这个呢，是家人的耳光哦？
デジャヴ,既视感
もう埋める,已经埋了
よかったね,太好了呢
いいんだよ,没事的
君が笑ってくれるなら僕は悪にでもなる,只要你为我而笑，我愿化身为恶
まりなちゃんはもういないじゃない,真理奈酱不是已经不在了吗
百合,百合
ちゅーしろ,快亲一个
😨,😨
そうだよ（便乗）,是啊（便乘）
こわっぴ,可怕pi
かわいいね,好可爱呢
悪女,恶女
テンプテーション,Temptation/诱惑
全ての元凶↑,万恶之源↑
タコ,章鱼
かわいいいいいいいいいいいいいいいいいいいいいいいいいいい,可爱啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
かわいあ,可爱啊
楽しそう,看起来很开心
たのしそう,看起来很开心
タッセル,流苏
だからタッセルってなんだよ‼︎,所以说流苏到底是个啥啊‼︎
タッセルってなんだよ！,流苏到底是个啥啊！
＾３＾,＾３＾
ッピ,ppi
近い,好近
もどして…,快变回去…
Anotherなら死んでた,要是放在Another里已经死了
毒親,毒亲
なにわろ,笑什么
おまぼろ,你球
かわいそうはかわいい,可怜即是可爱
こういうのでいいんだよ,就要这种的
いざキャバクラ,走，去陪酒店
ファミリーの平手打ち,家人的耳光
元通りとは,何谓恢复原状
出死体,尸体

使える,能用
タコピー鬼つええ！！,章鱼噼好强！！
鬼つええ！,鬼强！
たこぴ＾～,章鱼噼＾～
ここかわいい,这里好可爱
a,a
消さなきゃ…,必须除掉…
東きゅんぺろぺろ,东君prpr
にげて,快逃
ｷｪｪｪｪｪｪｱｧｧｧｧｧｧｼｬｧﾍﾞｯﾀｧｧｧｧｧｧｧ!!,呀啊啊啊啊啊啊说——话——了——!!
嫌な事件だったね…,真是个讨厌的事件啊…
てめぇの頭はハッピーセットかよ,你脑子是开心乐园餐吗
そうだよ(便乗),是啊（便乘）
何が？,什么？
正常,正常
殺せ,杀了她
トゥンク,心动
葉っぱにせよせよ,快变成叶子啦
うん？,嗯？
いけーっ淫売の娘！！,上啊，淫妇的女儿！！
これは淫売の娘ですわ,这可真是位淫妇的女儿呢
ﾄｩﾝｸ…,心动…
全ての元凶↓,万恶之源↓
IQ3,IQ3
まりピーかわいい,まりピー(真理pi)好可爱
まりなが死んだ夏,真理奈死去的夏天
よくはない,并不好
^^,^^
＾＾,＾＾
は,哈
＾3＾,＾3＾
光,光
♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡,♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡
ぐう聖,究极圣人
ぴ？,pi？
そっぴ,so-ppi
魔性,魔性
東くんかわいい,东君好可爱
無能すぎる,太无能了
わかんないっピ,我不懂pi
ごみ,垃圾
顧客が本当に必要だったもの,顾客真正需要的东西
伏線,伏笔
既視感,既视感
うるせえババア,吵死了老太婆
一条｢ところがどっこいᅟもう帰って来ません！｣,一条：“然而并不是，已经回不来了！”
美しい,好美
ざまあ,活该
掘らね,撅吧
ほらねじゃねーよ,才不是“看吧”
なにがほらねだよ,什么“看吧”啊
わかんないッピ…,我不懂pi…
生きがい,活下去的意义
やったぜ。,太棒了。
まだ使う,还能用
可愛すぎ,太可爱了
いい笑顔,笑容真好
守りたい,想要守护
ころす,杀了你
葉っぱにしろ,变成叶子
チャッピー,恰比
５年３組魔法組,5年3班魔法组
あら＾～？,哎呀^～？
ハッピーラッキーチャッピー置いていかないで,Happy Lucky Chappy 不要丢下我
置いていかないで,不要丢下我
東くんぺろぺろ,东君prpr
東くん,东君
見たな,看到了吧
消さなきゃ,必须除掉
魔法？,魔法？
ハッピー道具（物理）,Happy道具（物理）
ドン引き,吓傻了
おかしいだろ,很奇怪吧
ほんとだよ,真的哦
なにが,什么啊
正論パンチ,正论拳
まともなのは僕だけか！？,正常的只有我一个吗！？
なんやこいつ,这家伙搞什么
お前もその仲間に入れてやるってんだよ！,我也会把你变成他们的同伴的！
葉っぱにする,变成叶子
ちょろすぎる,太好搞定了
チョロい,单纯
ちょうどいい,正好
ちょろいな,真单纯啊
共犯,共犯
奇跡も、魔法も、あるんだよ,奇迹和魔法都是存在的哦
お前もかよ,怎么连你也
ｳﾜｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧ,哇啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
えっ,诶
抜ける,可以冲
うーんこれは淫売の娘,嗯—这可真是淫妇的女儿
魔性の女や,是魔性之女呀
魔性の女すぎる,太魔性之女了
タコ！,章鱼！
おいタコ,喂，章鱼
ええやん,不错嘛
逆コナン,逆柯南
いつでも使える,随时能用
そのためのシャミ子,为此而存在的夏美子

まりピー,真理pi
かわいいい,好可爱
かわいすぎる,太可爱了
よくないが,虽然不好
いいよ,可以哦
これはお前が始めた物語だろ,这就是你开启的故事吧
あら〜,哎呀〜
狂ってる,疯了
♪死体遺棄のテーマ,♪抛尸主题曲
このBGM合ってる？,这BGM配吗？
青春,青春
ニッコニコで草,笑嘻嘻的，笑死
くるぞ,要来了哦
不穏,不安
タッセルってなんだよ！！,流苏到底是个啥啊！！
タッセルって何？,流苏是什么？
おっと？,哦唷？
タコカスさぁ…,章鱼渣你啊…
無視で草,直接无视笑死
まだ埋める,还在埋
かまきり,螳螂
しずかちゃんかわいい,静香酱好可爱
東くんのお兄ちゃん脱皮か？,东君的哥哥在蜕皮吗？
すき,喜欢
好き好き好き好き好き好き好き好き好きすきすきすきすき好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好き好きすきすき,喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢
いけめん,帅哥
なんだその手は,那只手是什么鬼
わきわき,扭来扭去
ガチ恋距離,真爱距离
やべぇ,牙白了
団結,团结
わかんないッピ,我不懂p
東くん(体重95kg),东君（体重95公斤）
つっかえ,烦死了
切れたらさっさと入れ替えろマヌケ…,用完了就快点换啊蠢货…
バッテリー切れですぅ…,电池没电了啦…
Anotherなら,要是在Another里的话
終わった…,完蛋了…
これは有能,这个能干
有能タコ,能干的章鱼
アナザーなら死んでた,要是在Another里已经死了
※現実だったら普通に死ぬっピ！,※现实中会普通地死掉pi！
美味しい,好吃
100点じゃない…ママに怒られる…,没考100分…妈妈会骂我的…
おまボロ,你个破烂
ないちゃった,哭出来了
あば＾～,啊吧^～
あらあら,哎呀哎呀
ざつ旅,粗略之旅
平和だなぁ,真和平啊
やさいせいかつ,蔬菜生活
全員悪人,全员恶人
なんでヘラクレスいるんだよｗ,为什么赫拉克勒斯会在这里啊w
やめよう,住手吧
二度もぶった！親父にもぶたれたことないのに！,你居然打我两次！我爸爸都没打过我！
そうです,是的
そうですね,是这样呢
もう遅い,已经晚了
言えたじゃねえか,这不就说出来了吗
美しい…,好美…
どこが元通りだよ,哪里恢复原状了
どこが？,哪里？
輝く大野,闪耀的大野
初っ端これかよ,一上来就这个吗
イヤホン推奨,建议佩戴耳机
うぽっつ〜❗️,Up主辛苦了〜❗️
まだ使えるっピ,还能用pi
視聴しに参った,前来观看
出死,出死
地獄を見に来た,来看地狱了
始まったっピ。あ、終わったっピ。,开始了pi。啊，结束了pi。
見る地獄,观看地狱
くさそう,感觉会很臭
👴🏻大事にしまっとくよ,👴🏻我会好好珍藏起来的哦
もう使った,已经用过了
悲しいなぁ,真可悲啊
タコピー鬼つええ,章鱼噼强得跟鬼一样
天使,天使
守りたい、この笑顔,想要守护，这个笑容
守護りたいこの笑顔,想要守护这个笑容
そこはありがとうじゃないよね,这里不该说谢谢吧
やったッピ,太好了pi
いい顔,表情不错
良かったね,太好了呢
(˙³˙),(˙³˙)
良かった,太好了
タコピー鬼つえぇ！,章鱼噼强得跟鬼一样！
※ヴィヴァルディ作曲のヴァイオリン協奏曲「四季」より「春」第一楽章です。生命の躍動が感じられる素晴らしい曲で…2週連続とか他の選曲はなかったっピか？,※这是维瓦尔第的小提琴协奏曲《四季》中的《春》第一乐章。是能感受到生命跃动的绝妙乐曲…但是连续两周都用这个，就没别的选曲了吗pi？
BGMおうてんのか？,这BGM配吗？
ｲｲﾊﾅｼﾀﾞﾅｰ,真是个好故事啊—
よかった,太好了
BGMｗ,BGMｗ
ヴィヴァルディに謝れ,快给维瓦尔第道歉
なお,然后
逝こっか,上路吧
地獄に,去地狱
いやぁいい曲ですねぇ。小学校の給食時に流れたこの曲の思い出がタコピーになりそうですよ？,哎呀真是首好曲子啊。我在小学午餐时间听这首歌的回忆，快要被章鱼噼覆盖了哦？
このタコ,你这章鱼
BGM,BGM

この顔です,就是这张脸
山本賃貸,山本租赁
覚悟して見よ,做好觉悟再看吧
第三話　完,第三话 完
最初からクライマックス,开局就是climax
汚いハム太郎,肮脏的哈姆太郎
1週間 長かった,1周好漫长啊
サムネからもう絶望,光看缩略图就绝望了
前回のあらすじ：タコピー鬼つえぇ！,上回提要：章鱼噼强得像鬼！
もう見たくないのにまた見に来てしまう・・・,明明不想看了却又来看了・・・
待ってたピッ☆,等着你piko☆
この話を見る者は一切の希望を捨てよ,观看此话者，请抛弃一切希望
タコピーから逃げるな,不要从章鱼噼身边逃走
あは～☆,啊哈～☆
うわっびっくりした,哇吓我一跳
「サムネ、まだ使えるッピ！」,「缩略图，还能用piko！」
開幕早々死体は草,开幕就是尸体草
開幕からこれかよ,一开始就是这个吗
タコピー強すぎるッピ！,章鱼噼太强了piko！
待ってたっぴ,等着你piko
昨日観んの忘れてた,昨天忘了看了
倫理観ゆるふわアニメ,伦理观软绵绵动画
おい映すな,喂 别播了
やったか…？！,干掉了吗…？！
まだ暖かい,还是温的
このアニメでいっぱいニコられたいよ,想在这部动画里被刷很多niconico的笑脸啊
久瀬の兄貴にこんな過去があったなんて…,没想到久濑大哥还有这样的过去…
いきなり死体,突然就是尸体
なに！見てんだてめえ💢,你！在看什么啊混蛋💢
綺麗な顔してるだろ…,长着一张漂亮的脸蛋吧…
一週間後は流石に使えない,一周后就さすが不能用了吧
前回まで使えた,上次还能用
始まったばかりでこの始末　果てさてこの先どうなりますことやら(無人心,刚开始就这下场 究竟之后会变成什么样呢(无情)
↓ほらねじゃないが,↓才不是“你看吧”
正直ざまあみろという感想しかない,说实话只有活该的感想
やっとつかえる,终于能用了
あなたは18歳以上ですか？,您已满18岁了吗？
え、サムネまさか,诶，缩略图难道是
ニコニコなら観れるっぴ、皆と一緒なら怖くないっぴよ,在niconico就能看piko，和大家一起就不可怕了piko哟
元通りにしろ,给我变回去
まりなちゃんまだヌクヌクだっピ!,茉莉奈酱还暖呼呼的piko!
もう遊べない,不能再玩了
使いどき,正是用的时候
ダンダダンに負けないくらい再生数の伸びが異常,播放数的增长异常得不输给DAN DA DAN
開幕瞳孔ガン開き,开幕瞳孔放大
朗報：唯一の平和回,好消息：唯一和平的一集
ハム太郎だってこうなった可能性はあるぞ,哈姆太郎也是有可能变成这样的哦
また使える,又能用了
初手１０割,开局十成
氷河期諸君、タコピーの原罪見て傷ついてるのワロチ、いつまで競争、負け組社会をリフレイン・フラッシュバックさせるのかね、私はもう飽きたぞ？,冰河期的各位，看《章鱼噼的原罪》受伤了笑死，要让竞争、败犬社会refrain・flashback到什么时候啊，我已经厌了哦？
コメ数ヤバない…？,评论数不妙啊…？
開幕遺体,开幕遗体
ブスのほうとサムネが被ってるッピ,和丑女那边的缩略图撞了piko
開幕死体,开幕尸体
開幕からこれ,开幕就是这个
みんな目が死んでる～♪,大家的眼神都死了～♪
開幕まだ使える,开幕还能用
懲役26分,徒刑26分钟
開幕からここからかよ・・・,开幕就从这里开始吗・・・
かわいい・・・,好可爱・・・
ほらね～,你看吧～
地獄へようこそ,欢迎来到地狱
始まっちまったっぴ,开始了piko
出JS死体,开幕JS尸体
開幕地獄やめろ,别开幕地狱了
通勤前に見るやで,上班前看的哦
いきなりここからか,突然就从这里开始吗
うわ来た,哇来了
イヤホン推奨かも,可能推荐戴耳机
サムネのほとんどが絶望的な顔だな,缩略图大部分都是绝望的脸啊
開幕から子供の死体がアップで出てくるアニメ,一开场就出现孩子尸体特写的动画
毎回地獄を更新する神アニメ,每次都更新地狱的神动画
４、４んでるッピ…,死、死了piko…
きてしまったか…,还是来了吗…
まってたぜ！！,等着你呢！！
見る惹起性鬱コンテンツ,观看诱发性抑郁content
ん〜、テイスティー！,嗯～，tasty！
びっくりした,吓我一跳
かわいい♥️🥰,好可爱♥️🥰
開幕10割,开幕十成
開幕まだ使えるニキの玩具,开幕还能用哥的玩具
こっち見んな,别看这边
どうすんのこれ,这可怎么办啊
うわいきなりだよ,哇突然就来了
もう抜ける,我要射了
一番かわいい子が死んじゃった,最可爱的孩子死了
お昼寝気持ちよさそうだっピね！,午睡看起来很舒服呢piko！
18時間で2.3万コメ,18小时2.3万评论
し、死んでる…！,死、死了…！
前回のタコライブ！,上一回的章鱼Live！
突然の死,突然的死
う、うわあ！幼女の死体だあ～！,呜、哇啊！是幼女的尸体啊～！
死んでるぜ！,死透了！
鮮度は十分,鲜度足够
冒頭からこの絵面である,开头就是这画面
ニコニコで見るべきアニメ,应该在niconico看的动画
心を癒しに来ましたよ,我是来治愈心灵的哦
…反転術式か,…是反转术式吗
どしたぁん,咋啦
1シーン目からこれかよ,第1个场景就是这个吗
ここから始まるの絶望,从这里开始的绝望
ポコピー,Pokopi
レベルの高い まだ使えるニキがワラワラ…,高等级的“还能用”哥成群结队地…
🐙「死んだ？」,🐙「死了？」
タコピーの罪を数えるっピ！,来细数章鱼噼的罪恶吧piko！
鬼つえぇ！,强得像鬼！
きたか,来了吗
次の地獄を見に来ました・・・,我来看下一个地狱了・・・
もう使えないっピ,已经不能用了piko
週末のはじまりは鬱から,周末的开始从抑郁开始
地上波でいきなりこの画面出たら泣くわw,要是在电视台突然出现这个画面会哭的w
いやあああ！！！！！,不要啊啊啊！！！！！
仲直り（大惨事）,和好（大惨事）
_(｡ﾟ ཀ　」∠)_　　　　　꧁( •◎•๑ )꧂あれ？,_(｡ﾟ ཀ　」∠)_　　　　　꧁( •◎•๑ )꧂咦？
スカッとジャパン,Sukatto Japan
開幕コレは草,开幕这个草
見に来た,来看了
Hすぎてビビった,太H了吓到了
こっちみんな,别看这边
北海道の日常系,北海道的日常系
流石に使えない,真的是不能用了
pixivで見たし使った,在pixiv上看过也用过
お前等と見たくて,想和你们一起看
タコピー、噓だよな…？,章鱼噼，是骗人的吧…？
リアクション動画が軒並み報復殺人を是として問題に,reaction视频全都把报复杀人当成正当的，成了问题
まだ使えるだろ,还能用吧
開始0秒でなんてものを,开始0秒就放这种东西
コメ数ヤバ,评论数牙白
罪が太すぎるッピ！,罪孽太深重了piko！
死体で始まるアニメ,以尸体开始的动画
休日の朝はタコピーから始まる,假日的早晨从章鱼噼开始
人は死ぬぞ,人是会死的哦
